ambient_temp_c,humidity_pct,core_temp_c,w_c_ratio,cement_content,maturity_index,cure_hours,compressive_mpa,condition,is_synthetic
29.999767546266817,59.98851740351411,46.57034692039862,0.47500933125429956,400.08360723236143,1661.3709357809464,29.90669293183777,44.01281655065273,Extreme_Heat,True
29.98732092803017,60.014682089395485,46.595040510304734,0.47504578350758153,400.0261024901934,1659.5616558075978,29.90142224872029,44.00449542584713,Extreme_Heat,True
29.993553879505516,59.99866354790454,46.5823449520315,0.47507309517655394,400.09468110314157,1659.703607703621,29.9015190972181,44.022355139482485,Extreme_Heat,True
29.975456608445914,59.95639440398604,46.5841937564237,0.47506197820177715,400.08330225089253,1659.7568387464346,29.908957800952948,44.01436277039926,Extreme_Heat,True
30.001144589988886,60.002131947554474,46.58045176157913,0.4749884807891933,400.0605798959717,1660.5422232996668,29.91401055490498,44.01359789653306,Extreme_Heat,True
29.98079796657492,59.97988040947689,46.576815599771564,0.47507098029765793,400.0174107285433,1659.878791885544,29.914998758291436,44.017249516195726,Extreme_Heat,True
29.986626953938668,60.00889399602975,46.6045102371561,0.4750329349338154,400.0544100015626,1660.9135924132813,29.911742075974136,43.999676863189066,Extreme_Heat,True
29.992334041945902,60.0332489352994,46.575061114877116,0.475013164264745,400.0724060161353,1660.2333727352002,29.917534422448565,44.01520024117771,Extreme_Heat,True
29.98681904036584,60.00819384459656,46.59921629132833,0.4750704505186613,400.0704705115614,1659.7355279853107,29.90413342256934,44.0154930180934,Extreme_Heat,True
30.000947661761085,59.99923362998051,46.576597962727696,0.4749709654444962,400.08441958243174,1661.9451723681702,29.90642582316774,44.00158142943911,Extreme_Heat,True
29.99063600935472,59.98065497311974,46.58684012843557,0.47499501312208453,400.1134787625024,1660.195920754428,29.910785981631104,44.006819067752915,Extreme_Heat,True
29.981569823984657,60.01771289912527,46.589419819827626,0.47502961807172334,400.0528300746796,1659.9837467044254,29.910617019546304,44.01959378354058,Extreme_Heat,True
30.00449121493526,60.01444087038667,46.58068773995177,0.4749846468808131,400.08205797778135,1659.9632869157087,29.90537392775567,44.0143912782563,Extreme_Heat,True
29.97808016555476,59.97489681065565,46.576702714561115,0.47510743294379637,399.996663761254,1659.6471676618487,29.902561197232444,44.003316672552124,Extreme_Heat,True
29.985124560774885,59.9675046047385,46.55231442907922,0.47503566098702404,400.062962967159,1659.714730650779,29.921076709169235,44.012970974928855,Extreme_Heat,True
29.992263253885984,59.992385800381726,46.574794277521335,0.4750302873729797,400.05791963597505,1660.8477577395577,29.905852413349738,44.0097444226366,Extreme_Heat,True
29.997146663794584,60.030706626512426,46.600195535594295,0.4750514023216541,400.05869253481967,1660.114090063204,29.925751359274596,44.01991876231611,Extreme_Heat,True
30.00396182114031,60.00872869556269,46.580533634859094,0.4750044635998143,400.06733954538214,1660.9911505081357,29.922586985979347,44.01499089708394,Extreme_Heat,True
29.9889223500371,59.9874640219481,46.591133837057484,0.47499964250211824,400.07700732795513,1660.7062754797491,29.90839292647403,44.007926690047555,Extreme_Heat,True
29.996462279104485,60.014907340160065,46.57581846999271,0.4749899908416305,400.08126798489275,1661.2399691319865,29.907287256839968,44.00212851203992,Extreme_Heat,True
29.995598664185298,60.022956384406044,46.58911476823107,0.47503173464360926,400.02368680696395,1660.8639625738565,29.887707478616566,44.01058283722149,Extreme_Heat,True
30.00478790620592,60.02224155074636,46.583707593283954,0.4750340671866248,400.0941651808161,1660.348666021498,29.908129159650635,44.014452808704924,Extreme_Heat,True
29.985368914390946,59.995916123997546,46.571795094756695,0.47510004818144774,400.05964600627624,1660.6064853558023,29.89925068302247,44.00997648754519,Extreme_Heat,True
29.99296298451107,60.01721671636331,46.59999070134153,0.47506876126525316,400.03632277716497,1659.9757491149046,29.91568335291389,44.0153913002172,Extreme_Heat,True
29.99393719335851,59.975655888096156,46.56945259080875,0.4749966346742866,400.0864974292893,1660.0575986710269,29.901891633869745,44.01808454392149,Extreme_Heat,True
30.007074614263104,60.0115067271679,46.56762661181976,0.47501607474707264,400.1308460956647,1660.3028676496713,29.88799267717889,44.00598656163571,Extreme_Heat,True
